Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity,EpiphytePerAreagcm2,EpiphytePerAreamgcm2,CanopyHeight,Epifauna_all,Epifauna_large,TempAnomWarm_April,TempAnomWarm_May,EpiphytePerAreaMeadowMg,TempAnomWarm_June,MonthlyMeanTemp_June,DensityLog,Ampithoid_all,Ampithoid_large,Lacuna_all,Lacuna_large,Idoteid_all,Idoteid_large,Latitude,Richness_all,Richness_large,TidalHeightBinary,YearBinary,Meadow
m12,2019-07-18,WA.C.5.L.18,WA,C,L,5,18,676,7,151,NA,NA,1,NA,N,0.0783,NA,NA,2019,NA,1,3.971467571,28.44325984,32.414727411,0.12252046795409,0.0024155686705984373,2.415568670598437,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m16,2019-07-18,WA.C.5.L.19,WA,C,L,5,19,665,8,158,NA,NA,1,NA,Y,0.0152999999999999,NA,NA,2019,NA,1,16.03503043,22.06227252,38.09730295,0.420896735158519,4.016032321259083e-4,0.40160323212590826,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m20,2019-07-18,WA.C.5.L.20,WA,C,L,5,20,821,8,256,NA,NA,1,NA,N,0.0372999999999999,NA,NA,2019,NA,1,13.1234862,26.53010163,39.65358783,0.330953311369001,9.406462830024303e-4,0.9406462830024303,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m4,2019-07-18,WA.C.6.L.16,WA,C,L,6,16,1341,9,278,NA,NA,1,NA,N,0.0573999999999999,NA,NA,2019,NA,1,11.87513964,71.03345267,82.90859231,0.143231712288615,6.923287249333337e-4,0.69232872493333375,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m8,2019-07-18,WA.C.6.L.17,WA,C,L,6,17,705,7,175,NA,NA,1,NA,Y,0.0330999999999999,NA,NA,2019,NA,1,5.212191635,23.6671868,28.879378435,0.180481434070034,0.0011461465514051635,1.1461465514051634,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m12,2019-07-18,WA.C.6.L.18,WA,C,L,6,18,850,7,173,NA,NA,1,NA,N,0.0663,NA,NA,2019,NA,1,2.552423693,41.14272637,43.695150063,0.0584143478010694,0.0015173308686297713,1.5173308686297713,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m16,2019-07-18,WA.C.6.L.19,WA,C,L,6,19,1015,8,232,NA,NA,1,NA,Y,0.0617000000000001,NA,NA,2019,NA,1,6.993771795,52.82066971,59.814441505,0.116924468724085,0.0010315234656975353,1.0315234656975354,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m20,2019-07-18,WA.C.6.L.20,WA,C,L,6,20,1080,8,225,NA,NA,1,NA,N,0.0899000000000001,NA,NA,2019,NA,1,6.984189734,57.63219457,64.616384304,0.108086978391449,0.001391287998676134,1.391287998676134,0.8946666666666666,0.8743895159954315,0.8404644568405182,10.649242424242424,13.795595959595948,1.8934483732573733,23.252676767676604,13.0605,1.4366925976640543,-1.4343578347004347,-1.441442512366907,0.7864940153267391,0.7548373527534806,-1.9483692661117056,-1.9483692661117056,48.69187516666666,25,21,0,0,WA_C
m4,2019-07-29,WA.D.1.U.16,WA,D,U,1,16,734,7,140,NA,NA,NA,NA,N,0.0436000000000001,NA,NA,2019,NA,1,1.39498985,34.77944698,36.17443683,0.0385628629563934,0.001205271009605379,1.205271009605379,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m8,2019-07-29,WA.D.1.U.17,WA,D,U,1,17,470,6,115,NA,NA,NA,NA,Y,0.0348000000000002,NA,NA,2019,NA,1,0.6031125248,15.06564228,15.6687548048,0.038491413792195,0.002220980571432485,2.2209805714324853,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m12,2019-07-29,WA.D.1.U.18,WA,D,U,1,18,580,6,120,NA,NA,NA,NA,N,0.0767,NA,NA,2019,NA,1,0.67955328,25.29665849,25.97621177,0.0261605997832531,0.002952701520880772,2.952701520880772,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m16,2019-07-29,WA.D.1.U.19,WA,D,U,1,19,665,6,148,461,4,1,NA,N,0.0345,18.44,NA,2019,NA,1,3.289235629,27.05589249,30.345128119,0.108394191519017,0.0011369205582097547,1.1369205582097548,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m20,2019-07-29,WA.D.1.U.20,WA,D,U,1,20,749,5,140,535,4,1,NA,Y,0.0707,21.4,NA,2019,NA,1,2.785215635,23.58776177,26.372977405,0.105608691511333,0.0026807742984148665,2.6807742984148666,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m4,2019-07-29,WA.D.2.U.16,WA,D,U,2,16,552,6,130,331,4,1,NA,Y,0.0116000000000001,13.24,NA,2019,NA,1,0.2255649472,17.90694803,18.1325129772,0.0124398061914323,6.397348241022109e-4,0.6397348241022109,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m8,2019-07-29,WA.D.2.U.17,WA,D,U,2,17,501,5,60,430,4,1,NA,Y,0.0346000000000002,17.2,NA,2019,NA,1,1.081891968,19.14111027,20.223002238,0.0534980887242881,0.001710923016909187,1.710923016909187,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m12,2019-07-29,WA.D.2.U.18,WA,D,U,2,18,471,5,94,375,5,1,NA,N,0.00790000000000002,18.75,NA,2019,NA,0,0,17.84328935,18.75,0,4.213333333333344e-4,0.4213333333333344,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m16,2019-07-29,WA.D.2.U.19,WA,D,U,2,19,715,6,170,281,4,1,NA,Y,0.0143,11.24,NA,2019,NA,1,0.2848910272,13.51922711,13.8041181372,0.0206381185939189,0.0010359227484053237,1.0359227484053237,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m20,2019-07-29,WA.D.2.U.20,WA,D,U,2,20,587,5,78,518,4,1,NA,N,0.0322,20.72,NA,2019,NA,1,3.555915347,22.04267693,25.598592277,0.138910581821132,0.0012578816698811707,1.2578816698811708,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m4,2019-07-29,WA.D.3.U.16,WA,D,U,3,16,382,5,103,288,5,1,NA,Y,0.0869,14.4,NA,2019,NA,1,0.9754106432,13.20237191,14.4,0.0677368502222222,0.006034722222222223,6.034722222222222,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m8,2019-07-29,WA.D.3.U.17,WA,D,U,3,17,670,6,495,490,6,1,NA,N,0.1566,29.4,NA,2019,NA,1,0.06921376,27.99680412,29.4,0.00235420952380952,0.0053265306122448975,5.326530612244897,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m12,2019-07-29,WA.D.3.U.18,WA,D,U,3,18,615,5,531,530,5,1,NA,N,0.081,26.5,NA,2019,NA,0,0,27.28408217,27.28408217,0,0.0029687639663049732,2.9687639663049734,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m16,2019-07-29,WA.D.3.U.19,WA,D,U,3,19,560,6,119,NA,NA,1,NA,Y,0.0217000000000001,NA,NA,2019,NA,1,6.928459174,17.38110323,24.309562404,0.285009621269857,8.926528433284134e-4,0.8926528433284133,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m20,2019-07-29,WA.D.3.U.20,WA,D,U,3,20,687,6,164,NA,NA,NA,NA,N,0.0169999999999999,NA,NA,2019,NA,1,0.46831648,32.83254481,33.30086129,0.0140631942195631,5.104973067199579e-4,0.5104973067199579,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,1,0,WA_D
m4,2019-07-29,WA.D.4.L.16,WA,D,L,4,16,1020,7,190,581,6.5,1,NA,Y,0.032,37.765,NA,2019,NA,1,0.6035439872,36.73210198,37.765,0.0159815698980538,8.473454256586787e-4,0.8473454256586787,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m8,2019-07-29,WA.D.4.L.17,WA,D,L,4,17,271,3,69,184,3.5,0,NA,N,0.0289999999999999,6.44,NA,2019,NA,0,0,5.893740429,6.44,0,0.004503105590062096,4.503105590062096,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m12,2019-07-29,WA.D.4.L.18,WA,D,L,4,18,943,7,175,771,7,1,NA,Y,0.0562,53.97,NA,2019,NA,1,2.202939149,48.40662958,53.97,0.0408178460070409,0.001041319251435983,1.0413192514359828,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m16,2019-07-29,WA.D.4.L.19,WA,D,L,4,19,519,5,92,431,5,1,NA,Y,0.1465,21.55,NA,2019,NA,1,1.287897286,18.85177878,21.55,0.0597632151276102,0.00679814385150812,6.79814385150812,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m20,2019-07-29,WA.D.4.L.20,WA,D,L,4,20,875,6,201,177,6.5,1,NA,N,0.2068,11.505,NA,2019,NA,1,0.093303744,39.19017923,39.283482974,0.00237513929357419,0.005264298996524106,5.264298996524106,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m4,2019-07-29,WA.D.5.L.16,WA,D,L,5,16,800,6,48,653,6,1,NA,N,0.161,39.18,NA,2019,NA,1,10.93437183,29.16184249,40.09621432,0.272703346573692,0.004015341665801431,4.015341665801431,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m8,2019-07-29,WA.D.5.L.17,WA,D,L,5,17,1020,8,195,829,8,1,NA,N,0.0656000000000001,66.32,NA,2019,NA,1,0.7327310208,60.85518275,66.32,0.0110484170808203,9.891435464414974e-4,0.9891435464414974,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m12,2019-07-29,WA.D.5.L.18,WA,D,L,5,18,695,5,149,545,5,1,NA,Y,0.0661,27.25,NA,2019,NA,1,2.810977536,26.07629307,28.887270606,0.097308519532342,0.0022882051025710534,2.2882051025710535,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m16,2019-07-29,WA.D.5.L.19,WA,D,L,5,19,652,4,126,526,4,1,NA,N,0.0450999999999999,21.04,NA,2019,NA,1,1.560707366,20.16121323,21.721920596,0.0718494186139046,0.0020762436636613466,2.0762436636613466,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m20,2019-07-29,WA.D.5.L.20,WA,D,L,5,20,644,6,132,426,6,NA,NA,Y,0.0492000000000001,25.56,NA,2019,NA,1,0.8463494528,24.02059046,25.56,0.0331122634115806,0.001924882629107985,1.924882629107985,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m4,2019-07-29,WA.D.6.L.16,WA,D,L,6,16,832,6,175,NA,NA,1,NA,Y,0.0983000000000001,NA,NA,2019,NA,1,0.6117597504,24.00868929,24.6204490404,0.0248476276527758,0.003992616050125585,3.992616050125585,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m8,2019-07-29,WA.D.6.L.17,WA,D,L,6,17,858,7,176,NA,NA,1,NA,Y,0.0855999999999999,NA,NA,2019,NA,1,1.6943888,36.41068047,38.10506927,0.0444662306737751,0.0022464202700555776,2.2464202700555775,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m12,2019-07-29,WA.D.6.L.18,WA,D,L,6,18,728,6,148,NA,NA,NA,NA,NA,0.1191,NA,NA,2019,NA,1,0.6753465216,17.93039082,18.6057373416,0.036297756396357,0.006401251281437148,6.401251281437148,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m16,2019-07-29,WA.D.6.L.19,WA,D,L,6,19,800,6,163,NA,NA,NA,NA,NA,0.0917999999999999,NA,NA,2019,NA,1,1.35633801,35.73193619,37.0882742,0.0365705344682768,0.0024751758333365617,2.4751758333365617,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m20,2019-07-29,WA.D.6.L.20,WA,D,L,6,20,594,5,112,NA,NA,NA,NA,NA,0.1873,NA,NA,2019,NA,1,0.8288033152,18.1151646,18.9439679152,0.0437502490982893,0.009887052218332613,9.887052218332613,0.8315666666666667,0.4641877058766251,0.40590514903013114,9.39048484848484,11.57209090909066,2.858205195935158,24.198040404040093,13.1251,1.9526310252827455,-1.4039363867050167,-1.4136400513103125,0.2861910462126256,0.23183161103035016,-1.7505787786007743,-1.7505787786007743,48.7046845,24,21,0,0,WA_D
m4,2019-07-30,WA.E.1.U.16,WA,E,U,1,16,899,9,221,NA,NA,1,NA,N,0.0798999999999999,NA,NA,2019,NA,1,0.251506624,57.8299302,58.081436824,0.0043302410848086,0.0013756546733186908,1.3756546733186907,1.130375,0.15776003419283136,0.10180303511840788,9.242727272727276,12.56692929292949,1.1872481833919517,20.2823737373737,12.152166666666666,1.5293447875295694,-1.4262060001735326,-1.4570413792544628,-0.40357187870108624,-0.4379736031742285,-1.3711783468882415,-1.3960910806132623,48.5634,16,14,1,0,WA_E
m8,2019-07-30,WA.E.1.U.17,WA,E,U,1,17,539,5,85,NA,NA,1,NA,N,0.0197000000000003,NA,NA,2019,NA,1,0.034337216,28.22846348,28.262800696,0.00121492616281513,6.970292934482045e-4,0.6970292934482045,1.130375,0.15776003419283136,0.10180303511840788,9.242727272727276,12.56692929292949,1.1872481833919517,20.2823737373737,12.152166666666666,1.5293447875295694,-1.4262060001735326,-1.4570413792544628,-0.40357187870108624,-0.4379736031742285,-1.3711783468882415,-1.3960910806132623,48.5634,16,14,1,0,WA_E
m12,2019-07-30,WA.E.1.U.18,WA,E,U,1,18,665,8,130,NA,NA,1,NA,N,0.0425,NA,NA,2019,NA,1,0.08898912,46.0110964,46.10008552,0.00193034609363996,9.219071834815113e-4,0.9219071834815112,1.130375,0.15776003419283136,0.10180303511840788,9.242727272727276,12.56692929292949,1.1872481833919517,20.2823737373737,12.152166666666666,1.5293447875295694,-1.4262060001735326,-1.4570413792544628,-0.40357187870108624,-0.4379736031742285,-1.3711783468882415,-1.3960910806132623,48.5634,16,14,1,0,WA_E
m16,2019-07-30,WA.E.1.U.19,WA,E,U,1,19,590,8,145,NA,NA,0,NA,N,0.0228000000000002,NA,NA,2019,NA,0,0,38.2824183,38.2824183,0,5.95573660507236e-4,0.595573660507236,1.130375,0.15776003419283136,0.10180303511840788,9.242727272727276,12.56692929292949,1.1872481833919517,20.2823737373737,12.152166666666666,1.5293447875295694,-1.4262060001735326,-1.4570413792544628,-0.40357187870108624,-0.4379736031742285,-1.3711783468882415,-1.3960910806132623,48.5634,16,14,1,0,WA_E
m20,2019-07-30,WA.E.1.U.20,WA,E,U,1,20,723,7,150,NA,NA,1,NA,N,0.0358000000000001,NA,NA,2019,NA,0,0,36.14935808,36.14935808,0,9.9033570446184e-4,0.9903357044618399,1.130375,0.15776003419283136,0.10180303511840788,9.242727272727276,12.56692929292949,1.1872481833919517,20.2823737373737,12.152166666666666,1.5293447875295694,-1.4262060001735326,-1.4570413792544628,-0.40357187870108624,-0.4379736031742285,-1.3711783468882415,-1.3960910806132623,48.5634,16,14,1,0,WA_E
